"word","freq"
"Hemelytra attaining or surpassing apex","Hemelytra attaining or surpassing apex","  2"
"Hemelytra attaining posterior","Hemelytra attaining posterior","  3"
"Hemelytra attaining posterior border","Hemelytra attaining posterior border","  2"
"Hemelytra attaining posterior border of","Hemelytra attaining posterior border of","  2"
"Hemelytra attaining posterior margin","Hemelytra attaining posterior margin","  1"
"Hemelytra attaining posterior margin of","Hemelytra attaining posterior margin of","  1"
"Hemelytra attammg","Hemelytra attammg","  3"
"Hemelytra attammg apex","Hemelytra attammg apex","  2"
"Hemelytra attammg apex of","Hemelytra attammg apex of","  2"
"Hemelytra attammg apex of abdomen","Hemelytra attammg apex of abdomen","  1"
"Hemelytra attammg apex of urotergite","Hemelytra attammg apex of urotergite","  1"
"Hemelytra attammg or","Hemelytra attammg or","  1"
"Hemelytra attammg or surpassing","Hemelytra attammg or surpassing","  1"
"Hemelytra attammg or surpassing middle","Hemelytra attammg or surpassing middle","  1"
"Hemelytra black","Hemelytra black","  2"
"Hemelytra black membrane","Hemelytra black membrane","  1"
"Hemelytra black membrane with","Hemelytra black membrane with","  1"
"Hemelytra black membrane with five","Hemelytra black membrane with five","  1"
"Hemelytra black with","Hemelytra black with","  1"
"Hemelytra black with corium","Hemelytra black with corium","  1"
"Hemelytra black with corium red","Hemelytra black with corium red","  1"
"Hemelytra closely","Hemelytra closely","  7"
"Hemelytra closely approaching","Hemelytra closely approaching","  7"
"Hemelytra closely approaching apex","Hemelytra closely approaching apex","  1"
"Hemelytra closely approaching apex of","Hemelytra closely approaching apex of","  1"
"Hemelytra closely approaching attaining","Hemelytra closely approaching attaining","  1"
"Hemelytra closely approaching attaining or","Hemelytra closely approaching attaining or","  1"
"Hemelytra closely approaching or","Hemelytra closely approaching or","  4"
"Hemelytra closely approaching or attaining","Hemelytra closely approaching or attaining","  4"
"Hemelytra closely approaching tip","Hemelytra closely approaching tip","  1"
"Hemelytra closely approaching tip of","Hemelytra closely approaching tip of","  1"
"Hemelytra covering","Hemelytra covering","  3"
"Hemelytra covering entire","Hemelytra covering entire","  3"
"Hemelytra covering entire abdominal","Hemelytra covering entire abdominal","  1"
"Hemelytra covering entire abdominal length","Hemelytra covering entire abdominal length","  1"
"Hemelytra covering entire length","Hemelytra covering entire length","  2"
"Hemelytra covering entire length of","Hemelytra covering entire length of","  2"
"Hemelytra dark","Hemelytra dark","  5"
"Hemelytra dark brown","Hemelytra dark brown","  5"
"Hemelytra dark brown narrowly","Hemelytra dark brown narrowly","  1"
"Hemelytra dark brown narrowly yellowish","Hemelytra dark brown narrowly yellowish","  1"
"Hemelytra dark brown or","Hemelytra dark brown or","  1"
"Hemelytra dark brown or black","Hemelytra dark brown or black","  1"
"Hemelytra dark brown to","Hemelytra dark brown to","  1"
"Hemelytra dark brown to blackish","Hemelytra dark brown to blackish","  1"
"Hemelytra dark brown veins","Hemelytra dark brown veins","  1"
"Hemelytra dark brown veins very","Hemelytra dark brown veins very","  1"
"Hemelytra dark brown with","Hemelytra dark brown with","  1"
"Hemelytra dark brown with veins","Hemelytra dark brown with veins","  1"
"Hemelytra extending","Hemelytra extending"," 11"
"Hemelytra extending close","Hemelytra extending close","  3"
"Hemelytra extending close to","Hemelytra extending close to","  3"
"Hemelytra extending close to apex","Hemelytra extending close to apex","  3"
"Hemelytra extending in","Hemelytra extending in","  1"
"Hemelytra extending in most","Hemelytra extending in most","  1"
"Hemelytra extending in most males","Hemelytra extending in most males","  1"
"Hemelytra extending to","Hemelytra extending to","  7"
"Hemelytra extending to apex","Hemelytra extending to apex","  5"
"Hemelytra extending to apex of","Hemelytra extending to apex of","  5"
"Hemelytra extending to or","Hemelytra extending to or","  1"
"Hemelytra extending to or closely","Hemelytra extending to or closely","  1"
"Hemelytra extending to variable","Hemelytra extending to variable","  1"
"Hemelytra extending to variable levels","Hemelytra extending to variable levels","  1"
"Hemelytra falling","Hemelytra falling","  6"
"Hemelytra falling considerably","Hemelytra falling considerably","  1"
"Hemelytra falling considerably short","Hemelytra falling considerably short","  1"
"Hemelytra falling considerably short of","Hemelytra falling considerably short of","  1"
"Hemelytra falling distinctly","Hemelytra falling distinctly","  2"
"Hemelytra falling distinctly short","Hemelytra falling distinctly short","  2"
"Hemelytra falling distinctly short of","Hemelytra falling distinctly short of","  2"
"Hemelytra falling short","Hemelytra falling short","  3"
"Hemelytra falling short of","Hemelytra falling short of","  3"
"Hemelytra falling short of apex","Hemelytra falling short of apex","  3"
"Hemelytra from","Hemelytra from","  1"
"Hemelytra from approaching","Hemelytra from approaching","  1"
"Hemelytra from approaching to","Hemelytra from approaching to","  1"
"Hemelytra from approaching to slightly","Hemelytra from approaching to slightly","  1"
"Hemelytra fully","Hemelytra fully","  2"
"Hemelytra fully developed","Hemelytra fully developed","  2"
"Hemelytra fully developed but","Hemelytra fully developed but","  2"
"Hemelytra fully developed but falling","Hemelytra fully developed but falling","  1"
"Hemelytra fully developed but leaving","Hemelytra fully developed but leaving","  1"
"Hemelytra in","Hemelytra in","  3"
"Hemelytra in most","Hemelytra in most","  3"
"Hemelytra in most cases","Hemelytra in most cases","  1"
"Hemelytra in most cases conspicuously","Hemelytra in most cases conspicuously","  1"
"Hemelytra in most specimens","Hemelytra in most specimens","  2"
"Hemelytra in most specimens attaining","Hemelytra in most specimens attaining","  2"
"Hemelytra leaving","Hemelytra leaving","  1"
"Hemelytra leaving apical","Hemelytra leaving apical","  1"
"Hemelytra leaving apical third","Hemelytra leaving apical third","  1"
"Hemelytra leaving apical third of","Hemelytra leaving apical third of","  1"
"Hemelytra light","Hemelytra light","  1"
"Hemelytra light reddish","Hemelytra light reddish","  1"
"Hemelytra light reddish brown","Hemelytra light reddish brown","  1"
"Hemelytra light reddish brown with","Hemelytra light reddish brown with","  1"
"Hemelytra lighter","Hemelytra lighter","  1"
"Hemelytra lighter colored","Hemelytra lighter colored","  1"
"Hemelytra lighter colored than","Hemelytra lighter colored than","  1"
"Hemelytra lighter colored than body","Hemelytra lighter colored than body","  1"
"Hemelytra much","Hemelytra much","  2"
"Hemelytra much as","Hemelytra much as","  1"
"Hemelytra much as in","Hemelytra much as in","  1"
"Hemelytra much as in carioca","Hemelytra much as in carioca","  1"
"Hemelytra much shorter","Hemelytra much shorter","  1"
"Hemelytra much shorter than","Hemelytra much shorter than","  1"
"Hemelytra much shorter than abdomen","Hemelytra much shorter than abdomen","  1"
"Hemelytra narrow","Hemelytra narrow","  1"
"Hemelytra narrow compared","Hemelytra narrow compared","  1"
"Hemelytra narrow compared to","Hemelytra narrow compared to","  1"
"Hemelytra narrow compared to wide","Hemelytra narrow compared to wide","  1"
"Hemelytra of","Hemelytra of"," 14"
"Hemelytra of general","Hemelytra of general","  4"
"Hemelytra of general body","Hemelytra of general body","  2"
"Hemelytra of general body color","Hemelytra of general body color","  2"
"Hemelytra of general color","Hemelytra of general color","  1"
"Hemelytra of general color extensively","Hemelytra of general color extensively","  1"
"Hemelytra of general dark","Hemelytra of general dark","  1"
"Hemelytra of general dark color","Hemelytra of general dark color","  1"
"Hemelytra of male","Hemelytra of male","  7"
"Hemelytra of male and","Hemelytra of male and","  1"
"Hemelytra of male and female","Hemelytra of male and female","  1"
"Hemelytra of male attaining","Hemelytra of male attaining","  3"
"Hemelytra of male attaining of","Hemelytra of male attaining of","  1"
"Hemelytra of male attaining or","Hemelytra of male attaining or","  1"
"Hemelytra of male attaining those","Hemelytra of male attaining those","  1"
"Hemelytra of male extending","Hemelytra of male extending","  2"
"Hemelytra of male extending to","Hemelytra of male extending to","  2"
"Hemelytra of male falling","Hemelytra of male falling","  1"
"Hemelytra of male falling slightly","Hemelytra of male falling slightly","  1"
"Hemelytra of males","Hemelytra of males","  3"
"Hemelytra of males attaining","Hemelytra of males attaining","  2"
"Hemelytra of males attaining middle","Hemelytra of males attaining middle","  1"
"Hemelytra of males attaining or","Hemelytra of males attaining or","  1"
"Hemelytra of males extending","Hemelytra of males extending","  1"
"Hemelytra of males extending to","Hemelytra of males extending to","  1"
"Hemelytra pale","Hemelytra pale","  1"
"Hemelytra pale with","Hemelytra pale with","  1"
"Hemelytra pale with corium","Hemelytra pale with corium","  1"
"Hemelytra pale with corium reddish","Hemelytra pale with corium reddish","  1"
"Hemelytra reaching","Hemelytra reaching","  2"
"Hemelytra reaching apex","Hemelytra reaching apex","  2"
"Hemelytra reaching apex of","Hemelytra reaching apex of","  2"
"Hemelytra reaching apex of abdomen","Hemelytra reaching apex of abdomen","  2"
"Hemelytra reduced","Hemelytra reduced","  1"
"Hemelytra reduced to","Hemelytra reduced to","  1"
"Hemelytra reduced to small","Hemelytra reduced to small","  1"
"Hemelytra reduced to small suboval","Hemelytra reduced to small suboval","  1"
"Hemelytra slightly","Hemelytra slightly","  1"
"Hemelytra slightly variable","Hemelytra slightly variable","  1"
"Hemelytra slightly variable in","Hemelytra slightly variable in","  1"
"Hemelytra slightly variable in length","Hemelytra slightly variable in length","  1"
"Hemelytra straw","Hemelytra straw","  1"
"Hemelytra straw colored","Hemelytra straw colored","  1"
"Hemelytra straw colored including","Hemelytra straw colored including","  1"
"Hemelytra straw colored including veins","Hemelytra straw colored including veins","  1"
"Hemelytra strawcolored","Hemelytra strawcolored","  2"
"Hemelytra strawcolored clouded","Hemelytra strawcolored clouded","  1"
"Hemelytra strawcolored clouded with","Hemelytra strawcolored clouded with","  1"
"Hemelytra strawcolored clouded with darker","Hemelytra strawcolored clouded with darker","  1"
"Hemelytra strawcolored corium","Hemelytra strawcolored corium","  1"
"Hemelytra strawcolored corium with","Hemelytra strawcolored corium with","  1"
"Hemelytra strawcolored corium with numerous","Hemelytra strawcolored corium with numerous","  1"
"Hemelytra uniformly","Hemelytra uniformly","  2"
"Hemelytra uniformly dark","Hemelytra uniformly dark","  2"
"Hemelytra uniformly dark brown","Hemelytra uniformly dark brown","  1"
"Hemelytra uniformly dark brown or","Hemelytra uniformly dark brown or","  1"
"Hemelytra uniformly dark those","Hemelytra uniformly dark those","  1"
"Hemelytra uniformly dark those of","Hemelytra uniformly dark those of","  1"
"Hemelytra variable","Hemelytra variable","  1"
"Hemelytra variable in","Hemelytra variable in","  1"
"Hemelytra variable in length","Hemelytra variable in length","  1"
"Hemelytra variable in length in","Hemelytra variable in length in","  1"
"Hemelytra with","Hemelytra with","  2"
"Hemelytra with corium","Hemelytra with corium","  1"
"Hemelytra with corium except","Hemelytra with corium except","  1"
"Hemelytra with corium except cell","Hemelytra with corium except cell","  1"
"Hemelytra with veins","Hemelytra with veins","  1"
"Hemelytra with veins narrowly","Hemelytra with veins narrowly","  1"
"Hemelytra with veins narrowly margined","Hemelytra with veins narrowly margined","  1"
"Herrer","Herrer","  7"
"Herrer ","Herrer ","  2"
"Herrer  Lent","Herrer  Lent","  1"
"Herrer  Lent Lent","Herrer  Lent Lent","  1"
"Herrer  Lent Lent and","Herrer  Lent Lent and","  1"
"Herrer  p","Herrer  p","  1"
"Herrer  p ","Herrer  p ","  1"
"Herrer  p  fig","Herrer  p  fig","  1"
"Herrer Lent","Herrer Lent","  5"
"Herrer Lent and","Herrer Lent and","  5"
"Herrer Lent and Wygodzinsky","Herrer Lent and Wygodzinsky","  5"
"Herrer Lent and Wygodzinsky ","Herrer Lent and Wygodzinsky ","  3"
"Herrer Lent and Wygodzinsky Figures","Herrer Lent and Wygodzinsky Figures","  2"
"HerrichSchaeffer","HerrichSchaeffer","  8"
"HerrichSchaeffer ","HerrichSchaeffer ","  6"
"HerrichSchaeffer  p","HerrichSchaeffer  p","  5"
"HerrichSchaeffer  p ","HerrichSchaeffer  p ","  5"
"HerrichSchaeffer  p  pl","HerrichSchaeffer  p  pl","  4"
"HerrichSchaeffer  p  StAI","HerrichSchaeffer  p  StAI","  1"
"HerrichSchaeffer  Similar","HerrichSchaeffer  Similar","  1"
"HerrichSchaeffer  Similar to","HerrichSchaeffer  Similar to","  1"
"HerrichSchaeffer  Similar to male","HerrichSchaeffer  Similar to male","  1"
"HerrichSchaeffer Eutriatoma","HerrichSchaeffer Eutriatoma","  1"
"HerrichSchaeffer Eutriatoma mexieana","HerrichSchaeffer Eutriatoma mexieana","  1"
"HerrichSchaeffer Eutriatoma mexieana Pinto","HerrichSchaeffer Eutriatoma mexieana Pinto","  1"
"HerrichSchaeffer Eutriatoma mexieana Pinto ","HerrichSchaeffer Eutriatoma mexieana Pinto ","  1"
"HerrichSchaeffer Figures","HerrichSchaeffer Figures","  1"
"HerrichSchaeffer Figures C","HerrichSchaeffer Figures C","  1"
"HerrichSchaeffer Figures C ","HerrichSchaeffer Figures C ","  1"
"HerrichSchaeffer Figures C  ","HerrichSchaeffer Figures C  ","  1"
"Hind","Hind"," 20"
"Hind femora","Hind femora","  1"
"Hind femora with","Hind femora with","  1"
"Hind femora with one","Hind femora with one","  1"
"Hind femora with one smaller","Hind femora with one smaller","  1"
"Hind lobe","Hind lobe","  8"
"Hind lobe coarsely","Hind lobe coarsely","  1"
"Hind lobe coarsely rugose","Hind lobe coarsely rugose","  1"
"Hind lobe coarsely rugose slightly","Hind lobe coarsely rugose slightly","  1"
"Hind lobe heavily","Hind lobe heavily","  1"
"Hind lobe heavily rugose","Hind lobe heavily rugose","  1"
"Hind lobe heavily rugose Submedian","Hind lobe heavily rugose Submedian","  1"
"Hind lobe light","Hind lobe light","  1"
"Hind lobe light brown","Hind lobe light brown","  1"
"Hind lobe light brown Submedian","Hind lobe light brown Submedian","  1"
"Hind lobe of","Hind lobe of","  3"
"Hind lobe of head","Hind lobe of head","  3"
"Hind lobe of head one","Hind lobe of head one","  2"
"Hind lobe of head oval","Hind lobe of head oval","  1"
"Hind lobe rugose","Hind lobe rugose","  1"
"Hind lobe rugose with","Hind lobe rugose with","  1"
"Hind lobe rugose with humeral","Hind lobe rugose with humeral","  1"
"Hind lobe with","Hind lobe with","  1"
"Hind lobe with sides","Hind lobe with sides","  1"
"Hind lobe with sides strongly","Hind lobe with sides strongly","  1"
"Hind margin","Hind margin","  1"
"Hind margin of","Hind margin of","  1"
"Hind margin of pronotum","Hind margin of pronotum","  1"
"Hind margin of pronotum slightly","Hind margin of pronotum slightly","  1"
"Hind wing","Hind wing","  3"
"Hind wing as","Hind wing as","  1"
"Hind wing as in","Hind wing as in","  1"
"Hind wing as in Triatoma","Hind wing as in Triatoma","  1"
"Hind wing hamus","Hind wing hamus","  1"
"Hind wing hamus attaining","Hind wing hamus attaining","  1"
"Hind wing hamus attaining base","Hind wing hamus attaining base","  1"
"Hind wing with","Hind wing with","  1"
"Hind wing with hamus","Hind wing with hamus","  1"
"Hind wing with hamus attaining","Hind wing with hamus attaining","  1"
"Hind wings","Hind wings","  7"
"Hind wings as","Hind wings as","  1"
"Hind wings as illustrated","Hind wings as illustrated","  1"
"Hind wings as illustrated Legs","Hind wings as illustrated Legs","  1"
"Hind wings comparatively","Hind wings comparatively","  1"
"Hind wings comparatively short","Hind wings comparatively short","  1"
"Hind wings comparatively short and","Hind wings comparatively short and","  1"
"Hind wings much","Hind wings much","  1"
"Hind wings much as","Hind wings much as","  1"
"Hind wings much as in","Hind wings much as in","  1"
"Hind wings reduced","Hind wings reduced","  1"
"Hind wings reduced to","Hind wings reduced to","  1"
"Hind wings reduced to minute","Hind wings reduced to minute","  1"
"Hind wings with","Hind wings with","  3"
"Hind wings with hamus","Hind wings with hamus","  2"
"Hind wings with hamus abbreviated","Hind wings with hamus abbreviated","  1"
"Hind wings with hamus extending","Hind wings with hamus extending","  1"
"Hind wings with mcu","Hind wings with mcu","  1"
"Hind wings with mcu and","Hind wings with mcu and","  1"
"Hindu","Hindu","  1"
"Hindu goddess","Hindu goddess","  1"
"Hindu goddess Kali","Hindu goddess Kali","  1"
"Hindu goddess Kali DIPETALOGASTER","Hindu goddess Kali DIPETALOGASTER","  1"
"Hindu goddess Kali DIPETALOGASTER USINGER","Hindu goddess Kali DIPETALOGASTER USINGER","  1"
"Hoffman","Hoffman","  1"
"Hoffman ","Hoffman ","  1"
"Hoffman  p","Hoffman  p","  1"
"Hoffman  p ","Hoffman  p ","  1"
"Hoffman  p  nee","Hoffman  p  nee","  1"
"Hoffmann","Hoffmann","  2"
"Hoffmann ","Hoffmann ","  2"
"Hoffmann  p","Hoffmann  p","  2"
"Hoffmann  p ","Hoffmann  p ","  2"
"Hoffmann  p  figs","Hoffmann  p  figs","  2"
"Howard","Howard","  1"
"Howard ","Howard ","  1"
"Howard  p","Howard  p","  1"
"Howard  p ","Howard  p ","  1"
"Howard  p  figs","Howard  p  figs","  1"
"Hshaped","Hshaped","  2"
"Hshaped black","Hshaped black","  2"
"Hshaped black area","Hshaped black area","  1"
"Hshaped black area on","Hshaped black area on","  1"
"Hshaped black area on fore","Hshaped black area on fore","  1"
"Hshaped black Posterior","Hshaped black Posterior","  1"
"Hshaped black Posterior lobe","Hshaped black Posterior lobe","  1"
"Hshaped black Posterior lobe with","Hshaped black Posterior lobe with","  1"
"Hsiao","Hsiao","  3"
"Hsiao ","Hsiao ","  2"
"Hsiao  ","Hsiao  ","  1"
"Hsiao   ","Hsiao   ","  1"
"Hsiao    ","Hsiao    ","  1"
"Hsiao  p","Hsiao  p","  1"
"Hsiao  p ","Hsiao  p ","  1"
"Hsiao  p  fig","Hsiao  p  fig","  1"
"Hsiao Figures","Hsiao Figures","  1"
"Hsiao Figures ","Hsiao Figures ","  1"
"Hsiao Figures  ","Hsiao Figures  ","  1"
"Hsiao Figures   Triatoma","Hsiao Figures   Triatoma","  1"
"Humboldt","Humboldt","  1"
"Humboldt and","Humboldt and","  1"
"Humboldt and Bonpland","Humboldt and Bonpland","  1"
"Humboldt and Bonpland ","Humboldt and Bonpland ","  1"
"Humboldt and Bonpland  p","Humboldt and Bonpland  p","  1"
"Humeral","Humeral"," 68"
"Humeral angles","Humeral angles"," 68"
"Humeral angles acute","Humeral angles acute","  1"
"Humeral angles acute explanate","Humeral angles acute explanate","  1"
"Humeral angles acute explanate or","Humeral angles acute explanate or","  1"
"Humeral angles broadly","Humeral angles broadly","  5"
"Humeral angles broadly rounded","Humeral angles broadly rounded","  5"
"Humeral angles broadly rounded Anterolateral","Humeral angles broadly rounded Anterolateral","  4"
"Humeral angles broadly rounded slightly","Humeral angles broadly rounded slightly","  1"
"Humeral angles entirely","Humeral angles entirely","  1"
"Humeral angles entirely yellowish","Humeral angles entirely yellowish","  1"
"Humeral angles entirely yellowish angular","Humeral angles entirely yellowish angular","  1"
"Humeral angles flaring","Humeral angles flaring","  1"
"Humeral angles flaring Anterolateral","Humeral angles flaring Anterolateral","  1"
"Humeral angles flaring Anterolateral processes","Humeral angles flaring Anterolateral processes","  1"
"Humeral angles narrowly","Humeral angles narrowly","  8"
"Humeral angles narrowly rounded","Humeral angles narrowly rounded","  8"
"Humeral angles narrowly rounded Anterolateral","Humeral angles narrowly rounded Anterolateral","  4"
"Humeral angles narrowly rounded faintly","Humeral angles narrowly rounded faintly","  1"
"Humeral angles narrowly rounded or","Humeral angles narrowly rounded or","  1"
"Humeral angles narrowly rounded subangular","Humeral angles narrowly rounded subangular","  2"
"Humeral angles not","Humeral angles not","  1"
"Humeral angles not spined","Humeral angles not spined","  1"
"Humeral angles not spined Prosternum","Humeral angles not spined Prosternum","  1"
"Humeral angles prominent","Humeral angles prominent","  1"
"Humeral angles prominent very","Humeral angles prominent very","  1"
"Humeral angles prominent very narrowly","Humeral angles prominent very narrowly","  1"
"Humeral angles rounded","Humeral angles rounded"," 44"
"Humeral angles rounded Anterolateral","Humeral angles rounded Anterolateral"," 22"
"Humeral angles rounded Anterolateral angles","Humeral angles rounded Anterolateral angles","  5"
"Humeral angles rounded Anterolateral comers","Humeral angles rounded Anterolateral comers","  1"
"Humeral angles rounded Anterolateral processes","Humeral angles rounded Anterolateral processes","  2"
"Humeral angles rounded Anterolateral projections","Humeral angles rounded Anterolateral projections"," 14"
"Humeral angles rounded humeral","Humeral angles rounded humeral","  3"
"Humeral angles rounded humeral area","Humeral angles rounded humeral area","  3"
"Humeral angles rounded humeri","Humeral angles rounded humeri","  2"
"Humeral angles rounded humeri distinctly","Humeral angles rounded humeri distinctly","  1"
"Humeral angles rounded humeri slightly","Humeral angles rounded humeri slightly","  1"
"Humeral angles rounded I","Humeral angles rounded I","  1"
"Humeral angles rounded I ","Humeral angles rounded I ","  1"
"Humeral angles rounded not","Humeral angles rounded not","  1"
"Humeral angles rounded not distinctly","Humeral angles rounded not distinctly","  1"
"Humeral angles rounded npt","Humeral angles rounded npt","  1"
"Humeral angles rounded npt elevated","Humeral angles rounded npt elevated","  1"
"Humeral angles rounded or","Humeral angles rounded or","  2"
"Humeral angles rounded or angular","Humeral angles rounded or angular","  2"
"Humeral angles rounded Posterior","Humeral angles rounded Posterior","  1"
"Humeral angles rounded Posterior lobe","Humeral angles rounded Posterior lobe","  1"
"Humeral angles rounded Prosternum","Humeral angles rounded Prosternum","  1"
"Humeral angles rounded Prosternum with","Humeral angles rounded Prosternum with","  1"
"Humeral angles rounded Scutellum","Humeral angles rounded Scutellum","  3"
"Humeral angles rounded Scutellum coarsely","Humeral angles rounded Scutellum coarsely","  1"
"Humeral angles rounded Scutellum heavily","Humeral angles rounded Scutellum heavily","  1"
"Humeral angles rounded Scutellum with","Humeral angles rounded Scutellum with","  1"
"Humeral angles rounded slightly","Humeral angles rounded slightly","  6"
"Humeral angles rounded slightly angular","Humeral angles rounded slightly angular","  1"
"Humeral angles rounded slightly elevated","Humeral angles rounded slightly elevated","  2"
"Humeral angles rounded slightly explanate","Humeral angles rounded slightly explanate","  3"
"Humeral angles rounded with","Humeral angles rounded with","  1"
"Humeral angles rounded with humeri","Humeral angles rounded with humeri","  1"
"Humeral angles salient","Humeral angles salient","  4"
"Humeral angles salient from","Humeral angles salient from","  2"
"Humeral angles salient from narrowly","Humeral angles salient from narrowly","  1"
"Humeral angles salient from rounded","Humeral angles salient from rounded","  1"
"Humeral angles salient narrowly","Humeral angles salient narrowly","  1"
"Humeral angles salient narrowly rounded","Humeral angles salient narrowly rounded","  1"
"Humeral angles salient rounded","Humeral angles salient rounded","  1"
"Humeral angles salient rounded narrowly","Humeral angles salient rounded narrowly","  1"
"Humeral angles very","Humeral angles very","  1"
"Humeral angles very narrowly","Humeral angles very narrowly","  1"
"Humeral angles very narrowly rounded","Humeral angles very narrowly rounded","  1"
"Humeral angles yellowish","Humeral angles yellowish","  1"
"Humeral angles yellowish angular","Humeral angles yellowish angular","  1"
"Humeral angles yellowish angular narrowly","Humeral angles yellowish angular narrowly","  1"
"Humeri","Humeri"," 19"
"Humeri angular","Humeri angular","  1"
"Humeri angular from","Humeri angular from","  1"
"Humeri angular from slightly","Humeri angular from slightly","  1"
"Humeri angular from slightly projecting","Humeri angular from slightly projecting","  1"
"Humeri broadly","Humeri broadly","  1"
"Humeri broadly rounded","Humeri broadly rounded","  1"
"Humeri broadly rounded Anterolateral","Humeri broadly rounded Anterolateral","  1"
"Humeri broadly rounded Anterolateral projections","Humeri broadly rounded Anterolateral projections","  1"
"Humeri distinctly","Humeri distinctly","  2"
"Humeri distinctly elevated","Humeri distinctly elevated","  2"
"Humeri distinctly elevated humeral","Humeri distinctly elevated humeral","  1"
"Humeri distinctly elevated humeral angles","Humeri distinctly elevated humeral angles","  1"
"Humeri distinctly elevated rounded","Humeri distinctly elevated rounded","  1"
"Humeri distinctly elevated rounded Anterolateral","Humeri distinctly elevated rounded Anterolateral","  1"
"Humeri elevated","Humeri elevated","  1"
"Humeri elevated humeral","Humeri elevated humeral","  1"
"Humeri elevated humeral angles","Humeri elevated humeral angles","  1"
"Humeri elevated humeral angles narrowly","Humeri elevated humeral angles narrowly","  1"
"Humeri faintly","Humeri faintly","  1"
"Humeri faintly angulate","Humeri faintly angulate","  1"
"Humeri faintly angulate Anterolateral","Humeri faintly angulate Anterolateral","  1"
"Humeri faintly angulate Anterolateral angles","Humeri faintly angulate Anterolateral angles","  1"
"Humeri narrowly","Humeri narrowly","  2"
"Humeri narrowly rounded","Humeri narrowly rounded","  2"
"Humeri narrowly rounded almost","Humeri narrowly rounded almost","  1"
"Humeri narrowly rounded almost angular","Humeri narrowly rounded almost angular","  1"
"Humeri narrowly rounded Anterolateral","Humeri narrowly rounded Anterolateral","  1"
"Humeri narrowly rounded Anterolateral angles","Humeri narrowly rounded Anterolateral angles","  1"
"Humeri rounded","Humeri rounded","  6"
"Humeri rounded Anterolateral","Humeri rounded Anterolateral","  1"
"Humeri rounded Anterolateral angles","Humeri rounded Anterolateral angles","  1"
"Humeri rounded Anterolateral angles in","Humeri rounded Anterolateral angles in","  1"
"Humeri rounded distinctly","Humeri rounded distinctly","  1"
"Humeri rounded distinctly elevated","Humeri rounded distinctly elevated","  1"
"Humeri rounded distinctly elevated Anterolateral","Humeri rounded distinctly elevated Anterolateral","  1"
"Humeri rounded Long","Humeri rounded Long","  1"
"Humeri rounded Long posteriorly","Humeri rounded Long posteriorly","  1"
"Humeri rounded Long posteriorly directed","Humeri rounded Long posteriorly directed","  1"
"Humeri rounded not","Humeri rounded not","  1"
"Humeri rounded not elevated","Humeri rounded not elevated","  1"
"Humeri rounded not elevated Anterolateral","Humeri rounded not elevated Anterolateral","  1"
"Humeri rounded Scutellum","Humeri rounded Scutellum","  1"
"Humeri rounded Scutellum with","Humeri rounded Scutellum with","  1"
"Humeri rounded Scutellum with disc","Humeri rounded Scutellum with disc","  1"
"Humeri rounded slightly","Humeri rounded slightly","  1"
"Humeri rounded slightly elevated","Humeri rounded slightly elevated","  1"
"Humeri rounded slightly elevated Anterolateral","Humeri rounded slightly elevated Anterolateral","  1"
"Humeri salient","Humeri salient","  1"
"Humeri salient angulate","Humeri salient angulate","  1"
"Humeri salient angulate but","Humeri salient angulate but","  1"
"Humeri salient angulate but not","Humeri salient angulate but not","  1"
"Humeri slightly","Humeri slightly","  2"
"Humeri slightly elevated","Humeri slightly elevated","  2"
"Humeri slightly elevated humeral","Humeri slightly elevated humeral","  1"
"Humeri slightly elevated humeral angles","Humeri slightly elevated humeral angles","  1"
"Humeri slightly elevated rounded","Humeri slightly elevated rounded","  1"
"Humeri slightly elevated rounded Anterolateral","Humeri slightly elevated rounded Anterolateral","  1"
"Humeri with","Humeri with","  2"
"Humeri with distinct","Humeri with distinct","  1"
"Humeri with distinct suberect","Humeri with distinct suberect","  1"
"Humeri with distinct suberect spinelike","Humeri with distinct suberect spinelike","  1"
"Humeri with spinelike","Humeri with spinelike","  1"
"Humeri with spinelike processes","Humeri with spinelike processes","  1"
"Humeri with spinelike processes Prosternum","Humeri with spinelike processes Prosternum","  1"
"I  ","I  "," 10"
"I   ","I   ","  7"
"I    ","I    ","  7"
"I   Abalos","I   Abalos","  1"
"I   Abalos and","I   Abalos and","  1"
"I   l","I   l","  1"
"I   l l","I   l l","  1"
"I   Length","I   Length","  1"
"I   Length of","I   Length of","  1"
"I  Borba","I  Borba","  1"
"I  Borba and","I  Borba and","  1"
"I  Borba and Luz","I  Borba and Luz","  1"
"I  lateral","I  lateral","  4"
"I  lateral lightcolored","I  lateral lightcolored","  1"
"I  lateral lightcolored spots","I  lateral lightcolored spots","  1"
"I  lateral spots","I  lateral spots","  2"
"I  lateral spots yellow","I  lateral spots yellow","  2"
"I  lateral yellow","I  lateral yellow","  1"
"I  lateral yellow or","I  lateral yellow or","  1"
"I  mm","I  mm","  1"
"I  mm of","I  mm of","  1"
"I  mm of abdomen","I  mm of abdomen","  1"
"I  p","I  p","  2"
"I  p ","I  p ","  2"
"I  p  fig","I  p  fig","  2"
"I  Panstrongylus","I  Panstrongylus","  1"
"I  Panstrongylus larroussei","I  Panstrongylus larroussei","  1"
"I  Panstrongylus larroussei Pinto","I  Panstrongylus larroussei Pinto","  1"
"I  small","I  small","  1"
"I  small discal","I  small discal","  1"
